,StateNamePublicSchoolLatestavailableyear,SchoolNamePublicSchool201415,LocationAddress1PublicSchool201415,LocationCityPublicSchool201415,LocationZIPPublicSchool201415,SchoolTypePublicSchool201415,MagnetSchoolPublicSchool201415,CharterSchoolPublicSchool201415,TitleIEligibleSchoolPublicSchool201415,TitleISchoolStatusPublicSchool201415,LatitudePublicSchool201415,LongitudePublicSchool201415,LowestGradeOfferedPublicSchool201415,HighestGradeOfferedPublicSchool201415,Grade12offeredPublicSchool201415,Grade11offeredPublicSchool201415,Grade10offeredPublicSchool201415,Grade9offeredPublicSchool201415,TotalStudentsAllGradesExcludesAEPublicSchool201415,Grades912StudentsPublicSchool201415,StudentTeacherRatio,Biology,District,English,Math
91,North Carolina,Dalton McMichael High,6845 HWY 135,MAYODAN,27027,1,0,0,1,4-Eligible for Title I SWP provides no program,36.417552,-79.942671,9th Grade,12th Grade,1,1,1,1,985,985,17.74,45.5,Piedmont-Triad,56.7,56.4
92,North Carolina,Davidson Early College,297 DCCC ROAD,LEXINGTON,27295,1,0,0,1,4-Eligible for Title I SWP provides no program,35.868790,-80.296620,9th Grade,13th Grade,1,1,1,1,107,107,24.43,70.0,Piedmont-Triad,95.0,94.7
93,North Carolina,Davie County Early College High,1211 SALISBURY ROAD,MOCKSVILLE,27028,1,0,0,1,4-Eligible for Title I SWP provides no program,35.870882,-80.555530,9th Grade,13th Grade,1,1,1,1,156,153,26.00,91.8,Piedmont-Triad,92.3,95.0
94,North Carolina,Davie County High,1200 SALISBURY ROAD,MOCKSVILLE,27028,1,0,0,1,4-Eligible for Title I SWP provides no program,35.873036,-80.552196,9th Grade,12th Grade,1,1,1,1,1799,1799,16.89,60.6,Piedmont-Triad,68.3,50.6
95,North Carolina,Discovery High School,301 WEST 18TH ST,NEWTON,28658,1,0,0,1,4-Eligible for Title I SWP provides no program,35.679590,-81.222361,9th Grade,12th Grade,1,1,1,1,224,176,16.91,71.4,Northwest,89.1,80.0
96,North Carolina,Dixon High,160 DIXON SCHOOL RD,HOLLY RIDGE,28445,1,0,0,0,6-Not eligible for either TAS or SWP,34.587976,-77.478352,9th Grade,12th Grade,1,1,1,1,835,835,17.40,63.8,Southeast,49.5,49.6
97,North Carolina,Douglas Byrd High,1624 IRELAND DRIVE,FAYETTEVILLE,28304,1,0,0,1,5-Eligible for Title I SWP provides SWP program,35.030827,-78.948512,9th Grade,12th Grade,1,1,1,1,1189,1189,14.09,31.8,Sandhills,42.7,26.7
98,North Carolina,Duplin Early College High,212 JAMES SPRUNT DR,KENANSVILLE,28349,1,0,0,1,4-Eligible for Title I SWP provides no program,34.946531,-77.978821,9th Grade,13th Grade,1,1,1,1,180,154,25.71,54.1,Southeast,55.6,75.0
99,North Carolina,Durham School of the Arts,401 NORTH DUKE STREET,DURHAM,27701,1,1,0,1,1-Eligible for Title I TAS provides no program,36.003058,-78.906780,6th Grade,12th Grade,1,1,1,1,1650,1008,15.59,76.1,North Central,84.6,71.2
100,North Carolina,Dynamic Community Charter,5510 MUNFORD ROAD,RALEIGH,27612,2,0,1,0,6-Not eligible for either TAS or SWP,35.856740,-78.699741,6th Grade,10th Grade,0,0,1,1,67,26,6.56,5.0,North Central,43.8,20.0
101,North Carolina,E E Smith High,1800 SEABROOK ROAD,FAYETTEVILLE,28301,1,0,0,1,4-Eligible for Title I SWP provides no program,35.084083,-78.895641,9th Grade,12th Grade,1,1,1,1,1064,1064,15.03,56.3,Sandhills,45.6,38.0
102,North Carolina,Early College at Guilford,5608 WEST FRIENDLY AVENUE,GREENSBORO,27410,1,0,0,0,6-Not eligible for either TAS or SWP,36.095092,-79.890057,9th Grade,12th Grade,1,1,1,1,198,198,24.60,95.0,Piedmont-Triad,95.0,95.0
103,North Carolina,Early College EAST High,104 MIDDLE SCHOOL LANE,HAVELOCK,28532,1,0,0,0,6-Not eligible for either TAS or SWP,34.878517,-76.898878,9th Grade,13th Grade,1,1,1,1,220,189,24.12,59.5,Southeast,84.2,66.7
104,North Carolina,Early College of Forsyth Co,2100 SILAS CREEK PRKY,WINSTON SALEM,27103,1,0,0,0,6-Not eligible for either TAS or SWP,36.068835,-80.271743,9th Grade,12th Grade,1,1,1,1,211,211,23.44,92.1,Piedmont-Triad,95.0,95.0
105,North Carolina,East Bladen High,5600 NC HWY 87 EAST,ELIZABETHTOWN,28337,1,0,0,1,4-Eligible for Title I SWP provides no program,34.581079,-78.530675,9th Grade,12th Grade,1,1,1,1,646,646,14.32,33.2,Sandhills,37.2,25.3
106,North Carolina,East Burke High,3695 EAST BURKE BOULEVARD,CONNELLY SPRINGS,28612,1,0,0,1,4-Eligible for Title I SWP provides no program,35.721566,-81.482113,9th Grade,12th Grade,1,1,1,1,991,991,17.42,48.5,Northwest,51.7,59.8
107,North Carolina,East Carteret High,3263 HWY 70 E,BEAUFORT,28516,1,0,0,1,4-Eligible for Title I SWP provides no program,34.781690,-76.631261,6th Grade,12th Grade,1,1,1,1,596,596,13.90,69.2,Southeast,64.6,59.2
108,North Carolina,East Chapel Hill High,500 WEAVER DAIRY RD,CHAPEL HILL,27514,1,0,0,0,6-Not eligible for either TAS or SWP,35.961012,-79.029733,9th Grade,12th Grade,1,1,1,1,1411,1411,16.47,79.0,North Central,88.8,80.3
109,North Carolina,East Columbus High,32 GATOR LANE,LAKE WACCAMAW,28450,1,0,0,1,4-Eligible for Title I SWP provides no program,34.335906,-78.501626,9th Grade,12th Grade,1,1,1,1,465,465,14.09,38.3,Sandhills,46.6,24.0
110,North Carolina,East Davidson High,1408 LAKE ROAD,THOMASVILLE,27360,1,0,0,1,4-Eligible for Title I SWP provides no program,35.850167,-80.101925,9th Grade,12th Grade,1,1,1,1,958,958,17.26,57.9,Piedmont-Triad,51.7,61.8
111,North Carolina,East Duplin High,394 NORTH NC HIGHWAY 111,BEULAVILLE,28518,1,0,0,1,4-Eligible for Title I SWP provides no program,34.939216,-77.784213,9th Grade,12th Grade,1,1,1,1,995,995,18.14,43.2,Southeast,48.8,36.8
112,North Carolina,East Forsyth High,2500 W MOUNTAIN STREET,KERNERSVILLE,27284,1,0,0,1,1-Eligible for Title I TAS provides no program,36.117527,-80.150532,9th Grade,12th Grade,1,1,1,1,1899,1899,18.14,45.5,Piedmont-Triad,57.7,48.6
113,North Carolina,East Gaston High,1744 LANE ROAD,MOUNT HOLLY,28120,1,0,0,0,6-Not eligible for either TAS or SWP,35.315441,-81.075626,9th Grade,12th Grade,1,1,1,1,1122,1122,16.67,57.7,Southwest,53.4,50.7
114,North Carolina,East Henderson High,110 OLD UPWARD ROAD,EAST FLAT ROCK,28726,1,0,0,1,4-Eligible for Title I SWP provides no program,35.297618,-82.424020,9th Grade,12th Grade,1,1,1,1,936,936,14.64,54.8,Western,62.6,53.6
115,North Carolina,East Lincoln High,6471 HWY 73,DENVER,28037,1,0,0,0,6-Not eligible for either TAS or SWP,35.454121,-81.025771,9th Grade,12th Grade,1,1,1,1,924,924,18.09,52.6,Southwest,66.4,62.1
116,North Carolina,East Mecklenburg High,6800 MONROE RD,CHARLOTTE,28212,1,0,0,1,4-Eligible for Title I SWP provides no program,35.176007,-80.757978,9th Grade,12th Grade,1,1,1,1,1840,1840,16.52,57.1,Southwest,70.1,63.7
117,North Carolina,East Montgomery High,157 EAGLE LANE,BISCOE,27209,1,0,0,1,4-Eligible for Title I SWP provides no program,35.339379,-79.777223,9th Grade,12th Grade,1,1,1,1,632,632,14.58,52.5,Sandhills,47.4,64.4
118,North Carolina,East Rowan High,175 ST LUKE'S CHURCH RD,SALISBURY,28146,1,0,0,1,4-Eligible for Title I SWP provides no program,35.593432,-80.423361,9th Grade,12th Grade,1,1,1,1,1055,1055,16.28,45.2,Southwest,51.8,38.6
119,North Carolina,East Rutherford High School,331 EAST HIGH ROAD,BOSTIC,28018,1,0,0,1,4-Eligible for Title I SWP provides no program,35.340594,-81.818253,9th Grade,12th Grade,1,1,1,1,714,714,14.76,39.5,Western,41.7,50.3
120,North Carolina,East Surry High,801 W MAIN STREET,PILOT MOUNTAIN,27041,1,0,0,1,4-Eligible for Title I SWP provides no program,36.394408,-80.477896,9th Grade,12th Grade,1,1,1,1,641,641,15.35,57.0,Piedmont-Triad,58.2,63.2
121,North Carolina,East Wake Academy,400 NMC DRIVE,ZEBULON,27597,1,0,1,1,2-Eligible for Title I TAS provides TAS program,35.831971,-78.306580,Kindergarten,12th Grade,1,1,1,1,1139,314,15.65,77.6,North Central,90.7,69.7
122,North Carolina,East Wake School of Arts Education and G,5101 ROLESVILLE ROAD,WENDELL,27591,1,0,0,1,4-Eligible for Title I SWP provides no program,35.813398,-78.424721,9th Grade,12th Grade,1,1,1,1,374,374,13.75,57.0,North Central,53.8,33.7
123,North Carolina,East Wake School of Engineering,5101 ROLESVILLE ROAD,WENDELL,27591,1,0,0,1,4-Eligible for Title I SWP provides no program,35.813366,-78.425000,9th Grade,12th Grade,1,1,1,1,372,372,14.65,27.8,North Central,51.5,27.7
124,North Carolina,East Wake School of Health Science,5101 ROLESVILLE ROAD,WENDELL,27591,1,0,0,1,4-Eligible for Title I SWP provides no program,35.813631,-78.424914,9th Grade,12th Grade,1,1,1,1,371,371,15.33,37.9,North Central,61.9,41.8
125,North Carolina,East Wake School of Integrated Technolog,5101 ROLESVILLE ROAD,WENDELL,27591,1,0,0,1,4-Eligible for Title I SWP provides no program,35.813429,-78.424832,9th Grade,12th Grade,1,1,1,1,325,325,14.01,42.5,North Central,51.3,27.5
126,North Carolina,East Wilkes High,13315 ELKIN HWY 268,RONDA,28670,1,0,0,0,6-Not eligible for either TAS or SWP,36.226446,-80.927589,9th Grade,12th Grade,1,1,1,1,548,548,16.53,44.6,Northwest,55.5,37.4
127,North Carolina,Eastern Alamance High,4040 MEBANE ROGERS,MEBANE,27302,1,0,0,1,1-Eligible for Title I TAS provides no program,36.113804,-79.301732,9th Grade,12th Grade,1,1,1,1,1256,1256,18.97,53.6,Piedmont-Triad,53.6,54.2
128,North Carolina,Eastern Guilford High,415 PEEDEN DRIVE,GIBSONVILLE,27249,1,0,0,1,4-Eligible for Title I SWP provides no program,36.093333,-79.615268,9th Grade,12th Grade,1,1,1,1,1168,1168,15.88,35.3,Piedmont-Triad,52.5,37.5
129,North Carolina,Eastern Randolph High,390 EASTERN RANDOLPH RD,RAMSEUR,27316,1,0,0,1,4-Eligible for Title I SWP provides no program,35.755283,-79.616972,9th Grade,12th Grade,1,1,1,1,821,821,16.60,40.0,Piedmont-Triad,42.8,26.1
130,North Carolina,Eastern Wayne High,1135 NEW HOPE ROAD,GOLDSBORO,27534,1,0,0,1,4-Eligible for Title I SWP provides no program,35.377732,-77.880540,9th Grade,12th Grade,1,1,1,1,1051,1051,15.01,50.6,Southeast,46.7,33.1
131,North Carolina,Edgecombe Early College High,2009 WEST WILSON ST,TARBORO,27886,1,0,0,0,6-Not eligible for either TAS or SWP,35.879440,-77.572250,9th Grade,13th Grade,1,1,1,1,154,125,19.25,94.3,North Central,93.9,82.8
132,North Carolina,Elkin High,334 ELK SPUR ST,ELKIN,28621,1,0,0,1,1-Eligible for Title I TAS provides no program,36.249551,-80.858991,9th Grade,12th Grade,1,1,1,1,393,393,13.25,73.4,Piedmont-Triad,85.2,57.5
133,North Carolina,Emsley A Laney High,2700 N COLLEGE RD,WILMINGTON,28405,1,0,0,1,1-Eligible for Title I TAS provides no program,34.298668,-77.872454,9th Grade,12th Grade,1,1,1,1,2141,2131,18.17,56.3,Southeast,62.4,55.9
134,North Carolina,Enka High,475 ENKA LAKE ROAD,CANDLER,28715,1,0,0,1,4-Eligible for Title I SWP provides no program,35.529711,-82.665806,9th Grade,12th Grade,1,1,1,1,1237,1237,17.07,59.4,Western,58.9,41.7
135,North Carolina,Erwin High,60 LEES CREEK ROAD,ASHEVILLE,28806,1,0,0,1,4-Eligible for Title I SWP provides no program,35.619534,-82.626405,9th Grade,12th Grade,1,1,1,1,1328,1328,16.65,48.8,Western,47.5,42.0
136,North Carolina,Eugene Ashley High,555 HALYBURTON MEMORIAL PARKWY,WILMINGTON,28412,1,0,0,1,4-Eligible for Title I SWP provides no program,34.100150,-77.911351,9th Grade,12th Grade,1,1,1,1,1874,1873,18.86,57.5,Southeast,63.0,56.4
137,North Carolina,Fairmont High,5419 OLD STAGE ROAD,FAIRMONT,28340,1,0,0,1,4-Eligible for Title I SWP provides no program,34.472385,-79.101855,9th Grade,12th Grade,1,1,1,1,744,744,13.88,36.3,Sandhills,35.6,28.5
138,North Carolina,Farmville Central High,3308 E WILSON STREET,FARMVILLE,27828,1,0,0,1,4-Eligible for Title I SWP provides no program,35.593868,-77.568892,9th Grade,12th Grade,1,1,1,1,786,786,15.76,40.7,Northeast,44.0,33.7
139,North Carolina,Fike High,500 HARRISON DR N,WILSON,27893,1,0,0,1,4-Eligible for Title I SWP provides no program,35.752893,-77.922225,9th Grade,12th Grade,1,1,1,1,1310,1310,18.52,47.8,North Central,52.3,46.1
140,North Carolina,First Flight High School,100 VETERANS DRIVE,KILL DEVIL HILLS,27948,1,0,0,0,6-Not eligible for either TAS or SWP,36.008836,-75.666492,9th Grade,12th Grade,1,1,1,1,807,807,13.85,65.7,Northeast,78.6,64.3
141,North Carolina,Flemington Academy,400FLEMINGTON DR.,LAKE WACCAMAW,28450,1,0,1,1,5-Eligible for Title I SWP provides SWP program,34.320714,-78.524991,6th Grade,12th Grade,1,1,1,1,74,48,6.03,5.0,Sandhills,36.8,21.7
142,North Carolina,Forbush High,1525 FALCON ROAD,EAST BEND,27018,1,0,0,1,4-Eligible for Title I SWP provides no program,36.141350,-80.556340,8th Grade,12th Grade,1,1,1,1,904,904,15.40,66.2,Piedmont-Triad,61.1,42.3
143,North Carolina,Forest Hills High,100 FOREST HILLS SCHOOL RD,MARSHVILLE,28103,1,0,0,1,4-Eligible for Title I SWP provides no program,34.979287,-80.413314,9th Grade,12th Grade,1,1,1,1,937,937,14.86,35.7,Southwest,52.5,43.1
144,North Carolina,Forestview High,5545 UNION ROAD,GASTONIA,28056,1,0,0,0,6-Not eligible for either TAS or SWP,35.183439,-81.135602,9th Grade,12th Grade,1,1,1,1,1143,1143,17.94,51.7,Southwest,59.1,56.3
145,North Carolina,Franklin Academy,1127 CHALKS RD,WAKE FOREST,27587,1,0,1,0,6-Not eligible for either TAS or SWP,35.955650,-78.487311,Kindergarten,12th Grade,1,1,1,1,1639,488,15.08,75.4,North Central,91.4,82.2
146,North Carolina,Franklin County Early College,8150 NC HIGHWAY 56,LOUISBURG,27549,1,0,0,0,6-Not eligible for either TAS or SWP,36.086177,-78.330658,9th Grade,13th Grade,1,1,1,1,172,151,28.67,56.4,North Central,81.6,46.0
147,North Carolina,Franklin High,100 PANTHER DRIVE,FRANKLIN,28734,1,0,0,1,4-Eligible for Title I SWP provides no program,35.176551,-83.382383,9th Grade,12th Grade,1,1,1,1,931,931,14.99,40.1,Western,51.7,55.7
148,North Carolina,Franklinton High,910 CEDAR CREEK ROAD,FRANKLINTON,27525,1,0,0,0,6-Not eligible for either TAS or SWP,36.069620,-78.436031,9th Grade,12th Grade,1,1,1,1,1008,1008,17.85,38.8,North Central,51.9,53.0
149,North Carolina,Fred T Foard High,3407 PLATEAU ROAD,NEWTON,28658,1,0,0,1,1-Eligible for Title I TAS provides no program,35.617507,-81.371066,9th Grade,12th Grade,1,1,1,1,1025,1025,17.08,57.8,Northwest,63.1,61.6
150,North Carolina,Freedom High,511 INDEPENDENCE BOULEVARD,MORGANTON,28655,1,0,0,1,4-Eligible for Title I SWP provides no program,35.745194,-81.720672,9th Grade,12th Grade,1,1,1,1,1178,1178,17.98,58.3,Northwest,62.4,54.7
151,North Carolina,Fuquay-Varina High,201 BENGAL BLVD,FUQUAY-VARINA,27526,1,0,0,0,6-Not eligible for either TAS or SWP,35.597889,-78.797234,9th Grade,12th Grade,1,1,1,1,2117,2117,18.57,59.1,North Central,69.6,65.7
152,North Carolina,Garinger High,1100 EASTWAY DR,CHARLOTTE,28205,1,0,0,1,5-Eligible for Title I SWP provides SWP program,35.241104,-80.782811,9th Grade,12th Grade,1,1,1,1,1748,1748,16.49,37.3,Southwest,35.0,19.0
153,North Carolina,Garner High,2101 SPRING DR,GARNER,27529,1,1,0,1,4-Eligible for Title I SWP provides no program,35.710798,-78.635160,9th Grade,12th Grade,1,1,1,1,2650,2650,18.16,49.8,North Central,62.3,52.6
154,North Carolina,Gaston College Preparatory,320 PLEASANT HILL ROAD,GASTON,27832,1,0,1,1,5-Eligible for Title I SWP provides SWP program,36.504587,-77.639204,Kindergarten,12th Grade,1,1,1,1,1046,332,16.92,85.4,Northeast,94.3,63.9
155,North Carolina,Gaston Early College High School,GASTON COLLEGE LENA SUE BEAM B,DALLAS,28034,1,0,0,1,4-Eligible for Title I SWP provides no program,35.311484,-81.189418,9th Grade,13th Grade,1,1,1,1,170,154,20.61,84.4,Southwest,93.6,87.8
156,North Carolina,Gates County Senior High,"=""088 HWY 158 WEST""",GATESVILLE,27938,1,0,0,1,4-Eligible for Title I SWP provides no program,36.447458,-76.704504,9th Grade,12th Grade,1,1,1,1,539,539,12.07,57.1,Northeast,62.4,49.2
157,North Carolina,Goldsboro High,901 E BEECH STREET,GOLDSBORO,27530,1,0,0,1,4-Eligible for Title I SWP provides no program,35.386752,-77.979992,9th Grade,12th Grade,1,1,1,1,545,545,13.97,16.7,Southeast,25.2,13.5
158,North Carolina,Graham High,903 TROLLINGER ROAD,GRAHAM,27253,1,0,0,1,4-Eligible for Title I SWP provides no program,36.076690,-79.380770,9th Grade,12th Grade,1,1,1,1,804,804,16.58,22.5,Piedmont-Triad,34.9,38.9
159,North Carolina,Granville Central High,2043 SANDERS RD,STEM,27581,1,0,0,1,4-Eligible for Title I SWP provides no program,36.207623,-78.687185,9th Grade,12th Grade,1,1,1,1,569,569,15.73,41.4,North Central,38.1,34.3
160,North Carolina,Granville Early College High,1552 SOUTH CAMPUS DR,CREEDMOOR,27522,1,0,0,1,4-Eligible for Title I SWP provides no program,36.141700,-78.721306,9th Grade,13th Grade,1,1,1,1,218,200,31.14,88.9,North Central,88.4,69.5
161,North Carolina,Granville Magnet School,204 TAYLOR ST,OXFORD,27565,1,1,0,1,4-Eligible for Title I SWP provides no program,36.315140,-78.587491,6th Grade,10th Grade,0,0,1,1,171,78,14.19,44.1,North Central,63.5,14.3
162,North Carolina,Gray Stone Day,49464 MERNER TERRACE,MISENHEIMER,28109,1,0,1,0,6-Not eligible for either TAS or SWP,35.483510,-80.276340,9th Grade,12th Grade,1,1,1,1,411,411,14.17,92.5,Southwest,91.0,95.0
163,North Carolina,Green Hope High,2500 CARPENTER UPCHURCH ROAD,CARY,27519,1,0,0,0,6-Not eligible for either TAS or SWP,35.804992,-78.867007,9th Grade,12th Grade,1,1,1,1,2380,2380,19.75,84.3,North Central,90.3,88.0
164,North Carolina,Greene Central High,140 SCHOOL DRIVE,SNOW HILL,28580,1,0,0,1,4-Eligible for Title I SWP provides no program,35.479919,-77.670315,9th Grade,12th Grade,1,1,1,1,900,900,14.89,26.1,Southeast,32.8,31.2
165,North Carolina,Greene Early College High,818 HIGHWAY 91,SNOW HILL,28580,1,0,0,1,4-Eligible for Title I SWP provides no program,35.475863,-77.670521,9th Grade,13th Grade,1,1,1,1,157,135,20.93,79.4,Southeast,82.4,69.4
166,North Carolina,Grimsley High,801 WESTOVER TERRACE,GREENSBORO,27408,1,0,0,1,1-Eligible for Title I TAS provides no program,36.084338,-79.815997,9th Grade,12th Grade,1,1,1,1,1719,1719,18.84,67.6,Piedmont-Triad,77.0,59.4
167,North Carolina,GTCC Middle College High,601 EAST MAIN STREET,JAMESTOWN,27282,1,0,0,1,4-Eligible for Title I SWP provides no program,35.998253,-79.918162,9th Grade,13th Grade,1,1,1,1,187,175,12.90,65.0,Piedmont-Triad,67.4,75.5
168,North Carolina,Haliwa-Saponi Tribal School,130 HALIWA-SAPONI TRAIL,HOLLISTER,27844,1,0,1,1,5-Eligible for Title I SWP provides SWP program,36.251895,-77.981367,Kindergarten,12th Grade,1,1,1,1,192,61,11.67,22.2,North Central,83.3,42.9
169,North Carolina,Harding University High,2001 ALLEGHANY ST,CHARLOTTE,28208,1,1,0,1,5-Eligible for Title I SWP provides SWP program,35.236952,-80.902359,9th Grade,12th Grade,1,1,1,1,1747,1747,17.98,21.2,Southwest,37.7,18.6
170,North Carolina,Harnett Central High,2911 HARNETT CENTRAL RD,ANGIER,27501,1,0,0,1,4-Eligible for Title I SWP provides no program,35.463493,-78.779910,9th Grade,12th Grade,1,1,1,1,1541,1541,17.45,56.2,North Central,55.5,46.5
171,North Carolina,Havelock High,101 WEBB BOULEVARD,HAVELOCK,28532,1,0,0,1,4-Eligible for Title I SWP provides no program,34.880481,-76.893569,9th Grade,12th Grade,1,1,1,1,1119,1119,15.87,43.3,Southeast,57.4,58.4
172,North Carolina,Hawthorne High,2300 W SUGAR CREEK RD,CHARLOTTE,28262,1,0,0,1,5-Eligible for Title I SWP provides SWP program,35.295070,-80.795681,6th Grade,12th Grade,1,1,1,1,135,133,7.06,65.6,Southwest,51.5,52.6
173,North Carolina,Hayesville High,205 YELLOW JACKET DRIVE,HAYESVILLE,28904,1,0,0,1,4-Eligible for Title I SWP provides no program,35.040513,-83.813602,9th Grade,12th Grade,1,1,1,1,383,383,12.30,57.5,Western,64.0,46.4
174,North Carolina,Haywood Early College,185 FREEDLANDER DRIVE,CLYDE,28721,1,0,0,1,4-Eligible for Title I SWP provides no program,35.526397,-82.927756,9th Grade,13th Grade,1,1,1,1,156,142,26.00,67.6,Western,88.6,87.8
175,North Carolina,Heide Trask High,14328 NC HWY 210,ROCKY POINT,28457,1,0,0,1,4-Eligible for Title I SWP provides no program,34.437792,-77.892530,9th Grade,12th Grade,1,1,1,1,685,685,14.42,38.8,Southeast,43.4,53.1
176,North Carolina,Henderson County Early College,120 ALUMNI WAY,FLAT ROCK,28731,1,0,0,1,4-Eligible for Title I SWP provides no program,35.307269,-82.422577,9th Grade,13th Grade,1,1,1,1,202,165,33.67,93.8,Western,95.0,95.0
177,North Carolina,Hendersonville High,1 BEARCAT BOULEVARD,HENDERSONVILLE,28791,1,0,0,1,1-Eligible for Title I TAS provides no program,35.321409,-82.464217,9th Grade,12th Grade,1,1,1,1,770,770,16.77,80.7,Western,79.3,63.5
178,North Carolina,Heritage High,1150 FORESTVILLE ROAD,WAKE FOREST,27587,1,0,0,0,6-Not eligible for either TAS or SWP,35.940140,-78.511001,9th Grade,12th Grade,1,1,1,1,1910,1910,17.77,60.2,North Central,69.5,68.3
179,North Carolina,Hertford Co Early College,109 COMMUNITY COLLEGE RD,AHOSKIE,27910,1,0,0,1,5-Eligible for Title I SWP provides SWP program,36.323840,-77.019391,9th Grade,13th Grade,1,1,1,1,127,111,18.14,70.0,Northeast,67.5,62.5
180,North Carolina,Hertford County High,1500 W FIRST ST,AHOSKIE,27910,1,0,0,1,5-Eligible for Title I SWP provides SWP program,36.296584,-76.998176,9th Grade,12th Grade,1,1,1,1,703,703,15.56,39.4,Northeast,32.3,13.4
181,North Carolina,Hibriten High,1350 PANTHER TRAIL SE,LENOIR,28645,1,0,0,1,4-Eligible for Title I SWP provides no program,35.925510,-81.493751,9th Grade,12th Grade,1,1,1,1,824,823,13.19,43.8,Northwest,58.0,43.7
182,North Carolina,Hickory High,1234 3RD STREET NE,HICKORY,28601,1,0,0,1,4-Eligible for Title I SWP provides no program,35.749647,-81.331794,9th Grade,12th Grade,1,1,1,1,1018,1018,15.39,48.1,Northwest,62.9,45.5
183,North Carolina,Hickory Ridge High,7321 RAGING RIDGE ROAD,HARRISBURG,28075,1,0,0,0,6-Not eligible for either TAS or SWP,35.307787,-80.634948,9th Grade,12th Grade,1,1,1,1,1573,1573,20.37,76.3,Southwest,79.1,69.5
184,North Carolina,High Point Central High,801 FERNDALE BOULEVARD,HIGH POINT,27262,1,1,0,1,4-Eligible for Title I SWP provides no program,35.957950,-80.023120,9th Grade,12th Grade,1,1,1,1,1454,1454,16.90,24.4,Piedmont-Triad,44.9,53.0
185,North Carolina,Highland Sch of Technology,1600 N MORRIS STREET,GASTONIA,28052,1,1,0,0,6-Not eligible for either TAS or SWP,35.280405,-81.190733,9th Grade,12th Grade,1,1,1,1,555,555,13.79,87.8,Southwest,93.6,95.0
186,North Carolina,Highlands School,545 PIERSON DR,HIGHLANDS,28741,1,0,0,1,5-Eligible for Title I SWP provides SWP program,35.046853,-83.196938,Kindergarten,12th Grade,1,1,1,1,351,121,11.55,83.3,Western,71.4,87.5
187,North Carolina,Hillside High,3727 FAYETTEVILLE ST,DURHAM,27707,1,0,0,1,4-Eligible for Title I SWP provides no program,35.953277,-78.903598,9th Grade,12th Grade,1,1,1,1,1318,1318,14.40,33.1,North Central,44.0,41.8
188,North Carolina,Hillside New Tech High,3727 FAYETTEVILLE ST,DURHAM,27707,1,0,0,1,4-Eligible for Title I SWP provides no program,35.953277,-78.903598,9th Grade,12th Grade,1,1,1,1,273,273,15.17,41.3,North Central,56.8,35.4
189,North Carolina,Hiwassee Dam High,267 BLUE EAGLE CIRCLE,MURPHY,28906,1,0,0,1,4-Eligible for Title I SWP provides no program,35.103859,-84.223650,9th Grade,12th Grade,1,1,1,1,203,203,12.76,36.5,Western,63.0,34.4
190,North Carolina,Hobbton High,12201 HOBBTON HWY,NEWTON GROVE,28366,1,0,0,1,4-Eligible for Title I SWP provides no program,35.177810,-78.328370,9th Grade,12th Grade,1,1,1,1,557,557,15.80,55.0,Sandhills,54.4,51.5
191,North Carolina,Hoke County High,505 S BETHEL ROAD,RAEFORD,28376,1,0,0,1,4-Eligible for Title I SWP provides no program,34.972957,-79.234343,9th Grade,12th Grade,1,1,1,1,1972,1972,15.73,43.4,Sandhills,44.6,49.1
192,North Carolina,Holly Springs High,5329 CASS HOLT ROAD,HOLLY SPRINGS,27540,1,0,0,0,6-Not eligible for either TAS or SWP,35.628900,-78.848821,9th Grade,12th Grade,1,1,1,1,2418,2418,19.67,75.2,North Central,78.0,73.4
193,North Carolina,Hopewell High,11530 BEATTIES FORD RD,HUNTERSVILLE,28078,1,0,0,1,4-Eligible for Title I SWP provides no program,35.378392,-80.911004,9th Grade,12th Grade,1,1,1,1,1653,1653,18.85,46.4,Southwest,57.2,41.0
194,North Carolina,Howard Health & Life Sciences,1608 CAMDEN RD,FAYETTEVILLE,28306,1,0,0,1,4-Eligible for Title I SWP provides no program,35.029680,-78.898221,9th Grade,12th Grade,1,1,1,1,164,150,13.12,91.4,Sandhills,78.3,86.0
195,North Carolina,Hugh M Cummings High,2200 N MEBANE STREET,BURLINGTON,27217,1,0,0,1,4-Eligible for Title I SWP provides no program,36.088669,-79.396442,9th Grade,12th Grade,1,1,1,1,932,932,17.73,44.7,Piedmont-Triad,42.4,35.8
196,North Carolina,Hunter Huss High,1518 EDGEFIELD AVENUE,GASTONIA,28052,1,0,0,1,4-Eligible for Title I SWP provides no program,35.240637,-81.206875,9th Grade,12th Grade,1,1,1,1,1148,1148,17.03,23.4,Southwest,39.4,24.9
197,North Carolina,Independence High,1967 PATRIOT DR,CHARLOTTE,28227,1,0,0,1,4-Eligible for Title I SWP provides no program,35.197168,-80.687432,9th Grade,12th Grade,1,1,1,1,2349,2349,18.24,66.0,Southwest,63.4,68.3
198,North Carolina,Invest Collegiate - Imagine,1000 BREVARD ROAD STE. 175,ASHEVILLE,28806,1,0,1,0,6-Not eligible for either TAS or SWP,35.525000,-82.606561,Kindergarten,10th Grade,0,0,1,1,342,22,15.57,45.5,Western,78.6,50.0
199,North Carolina,Isaac M Bear High,630 MACMILLAN AVENUE,WILMINGTON,28403,1,0,0,1,4-Eligible for Title I SWP provides no program,34.217190,-77.880005,9th Grade,12th Grade,1,1,1,1,231,231,23.10,94.6,Southeast,93.4,94.6
